"OBJ.VEGOBJEKT-ID";"OBJ.TYPE-ID";"OBJ.VERSJON";"MET.FØRSTE FOREKOMST";"MET.OPPRETTET DATO";"OBJ.STARTDATO";"OBJ.SLUTTDATO";"OBJ.SIST MODIFISERT";"EGS.BOMSTASJONSTYPE.9390";"EGS.NAVN BOMPENGEANLEGG.10714";"EGS.NAVN BOMSTASJON.1078";"EGS.VEDTATT TIL ÅR.9413";"EGS.LINK TIL BOMSTASJON.10715";"EGS.INNKREVNINGSRETNING.9414";"EGS.BOMSTASJON_ID.9595";"EGS.OPERATØR_ID.11883";"EGS.TAKST LITEN BIL (KR).1820";"EGS.TAKST STOR BIL (KR).1819";"EGS.TIDSDIFFERENSIERT TAKST.9409";"EGS.RUSHTIDSTAKST LITEN BIL (KR).9410";"EGS.RUSHTIDSTAKST STOR BIL (KR).9411";"EGS.RUSHTID MORGEN, FRA.9407";"EGS.RUSHTID MORGEN, TIL.9408";"EGS.RUSHTID ETTERMIDDAG, FRA.9405";"EGS.RUSHTID ETTERMIDDAG, TIL.9406";"EGS.TIMESREGEL.9412";"EGS.TIMESREGEL, VARIGHET (MIN).10952";"EGS.TIMESREGEL, PASSERINGSGRUPPE.10951";"EGS.GRATIS GJENNOMKJØRING VED HC-BRIKKE.9404";"EGS.ETABLERINGSÅR.10271";"EGS.TILLEGGSINFORMASJON.11565";"EGS.PROSJEKTREFERANSE.11051";"EGS.PROSJEKTINTERNOBJEKT_ID.12289";"EGS.EIER.7992";"EGS.VEDLIKEHOLDSANSVARLIG.5799";"EGS.GEOMETRI, PUNKT.4752";"LOK.KOMMUNE";"LOK.KOMMUNENUMMER";"LOK.FYLKE";"LOK.FYLKESNUMMER";"LOK.RIKSVEGRUTE";"LOK.KONTRAKTSOMRÅDE";"VSR.VEGSYSTEMREFERANSE";"VSR.VEGKATEGORI";"VSR.FASE";"VSR.VEGNUMMER";"VSR.STREKNING";"VSR.DELSTREKNING";"VSR.FRA_METER";"VSR.TIL_METER";"LOK.VEGLENKESEKVENSID";"LOK.STARTPOSISJON";"LOK.SLUTTPOSISJON";"LOK.RETNING";"LOK.SIDEPOSISJON";"LOK.KJØREFELT";"LOK.TYPEVEG";"LOK.LENGDE";"REL.FORELDER";"REL.BARN";"GEO.GEOMETRI";"GEO.HØYDEREFERANSE";"GEO.DATAFANGSTDATO";"GEO.DATAFANGSTMETODE";"GEO.NØYAKTIGHET";"GEO.SYNBARHET";"GEO.DATAFANGSTMETODEHØYDE";"GEO.H-NØYAKTIGHET";"GEO.MAX-AVVIK"
"594154687";"45";"5";"1";"";"2024-10-15";"";"2025-11-12T12:08:41";"AutoPASS + automatisk";"Vegfinans E16 Kongsvingervegen AS";"Fv. 250 Fulu";"";"www.vegfinans.no";"Begge retninger";"5";"100134";"21";"35";"Nei";"";"";"";"";"";"";"Ikke timesregel";"";"";"Nei";"2015";"";"";"";"Stat, Statens vegvesen";"Statens vegvesen";"POINT (327926.19 6678680.85)";"Sør-Odal";"3415";"Innlandet";"34";"";"3407 Kongsvinger 2022-2028,I01E Innlandet fylkeskommune driftskontrakt Elektro 2021-2026";"FV198 S1D1 m326";"Fylkesveg";"Eksisterende";"198";"1";"1";"326,346";"326,346";"705187";"0,4344364";"0,4344364";"WITH";"";"";"enkelBilveg";"0";"";"";"POINT Z(327926.018 6678680.597 173.828)";"";"2015-05-08";"sat";"3";"0";"";"-1";"-1"
"594154688";"45";"5";"1";"";"2024-10-15";"";"2024-10-14T21:18:01";"AutoPASS + automatisk";"Vegfinans E16 Kongsvingervegen AS";"Fv. 175 Åsum";"";"www.vegfinans.no";"Begge retninger";"4";"100134";"21";"35";"Nei";"";"";"";"";"";"";"Ikke timesregel";"";"";"Nei";"2015";"";"";"";"Stat, Statens vegvesen";"Statens vegvesen";"POINT (330434.79 6678299.73)";"Kongsvinger";"3401";"Innlandet";"34";"";"3407 Kongsvinger 2022-2028,I01E Innlandet fylkeskommune driftskontrakt Elektro 2021-2026";"FV175 S9D1 m3738";"Fylkesveg";"Eksisterende";"175";"9";"1";"3737,572";"3737,572";"2499814";"0,17990654";"0,17990654";"WITH";"";"";"enkelBilveg";"0";"";"";"POINT Z(330434.592 6678300.064 153.534)";"";"2015-05-08";"sat";"3";"0";"";"-1";"-1"
"640648008";"45";"5";"1";"";"2023-08-15";"";"2024-01-18T14:50:04";"AutoPASS + automatisk";"Veipakke Salten AS";"Rønvikveien";"2030";"bomveinord.no";"Begge retninger";"9";"100142";"21";"48";"Nei";"";"";"";"";"";"";"Første passering gjelder";"60";"300003";"Ja";"2015";"";"";"";"";"Statens vegvesen";"POINT Z(474307.33 7463480.3 474307.381)";"Bodø";"1804";"Nordland";"18";"";"";"KV21500 S1D1 m136";"Kommunal veg";"Eksisterende";"21500";"1";"1";"135,758";"135,758";"854680";"0,08594859";"0,08594859";"WITH";"";"";"enkelBilveg";"0";"";"";"POINT Z(474307.041 7463480.525 19.161)";"topp";"2015-10-15";"sat";"10";"0";"";"0";"-1"
"640648009";"45";"5";"1";"";"2023-08-15";"";"2024-01-22T15:26";"AutoPASS + automatisk";"Veipakke Salten AS";"Jernbaneveien";"2030";"bomveinord.no";"Begge retninger";"8";"100142";"21";"48";"Nei";"";"";"";"";"";"";"Første passering gjelder";"60";"300003";"Ja";"2015";"";"";"";"";"Statens vegvesen";"POINT Z(474015.72 7463615.95 474015.772)";"Bodø";"1804";"Nordland";"18";"RUTE7";"DK Salten,9502 Salten 2020-2025,9551 Nordland 2020-2025,9502 Salten 2025-2030,9581 Rekkverk Nordland  2024-2024";"RV80 S6D10 m2357";"Riksveg";"Eksisterende";"80";"6";"10";"2357,457";"2357,457";"885288";"0,87129155";"0,87129155";"WITH";"";"";"enkelBilveg";"0";"";"";"POINT Z(474015.91 7463615.701 3.924)";"topp";"2015-10-15";"sat";"10";"0";"";"0";"-1"
"640648010";"45";"5";"1";"";"2023-08-15";"";"2025-03-18T10:34:39";"AutoPASS + automatisk";"Veipakke Salten AS";"Kirkeveien";"2030";"bomveinord.no";"Begge retninger";"7";"100142";"21";"48";"Nei";"";"";"";"";"";"";"Første passering gjelder";"60";"300003";"Ja";"2015";"";"";"";"";"Statens vegvesen";"POINT Z(475146.85 7463107.63 475146.9)";"Bodø";"1804";"Nordland";"18";"";"1805 Sør-Salten 2020-2025,E1852 Salten 2020-2025,V5-18(NFK22) - Bruvedlikehold 2023-2025,V5-18(NFK21) - Tunnelvedlikehold 2023-2025,DK1805 Salten 2026-2031";"FV834 S1D1 m262";"Fylkesveg";"Eksisterende";"834";"1";"1";"262,216";"262,216";"886041";"0,02752471";"0,02752471";"WITH";"";"";"enkelBilveg";"0";"";"";"POINT Z(475146.681 7463107.49 21.59)";"topp";"2015-10-15";"sat";"10";"0";"";"0";"-1"
"640648011";"45";"5";"1";"";"2023-08-15";"";"2023-08-14T13:57:12";"AutoPASS + automatisk";"Veipakke Salten AS";"Junkerveien";"2030";"bomveinord.no";"Begge retninger";"6";"100142";"21";"48";"Nei";"";"";"";"";"";"";"Første passering gjelder";"60";"300003";"Ja";"2015";"";"";"";"";"Statens vegvesen";"POINT Z(475337.56 7462947.48 475337.609)";"Bodø";"1804";"Nordland";"18";"";"";"KV16330 S1D1 m153";"Kommunal veg";"Eksisterende";"16330";"1";"1";"152,705";"152,705";"854539";"0,12035289";"0,12035289";"WITH";"";"";"enkelBilveg";"0";"";"";"POINT Z(475337.515 7462947.662 19.383)";"topp";"2015-10-15";"sat";"10";"0";"";"0";"-1"
"640648012";"45";"5";"1";"";"2023-08-15";"";"2024-01-24T10:59:57";"AutoPASS + automatisk";"Veipakke Salten AS";"Gamle Riksvei";"2030";"bomveinord.no";"Begge retninger";"5";"100142";"21";"48";"Nei";"";"";"";"";"";"";"Første passering gjelder";"60";"300003";"Ja";"2015";"";"";"";"";"Statens vegvesen";"POINT Z(475317.87 7461991.66 475317.917)";"Bodø";"1804";"Nordland";"18";"";"";"KV13750 S3D1 m307";"Kommunal veg";"Eksisterende";"13750";"3";"1";"307,389";"307,389";"854449";"0,26057618";"0,26057618";"WITH";"";"";"enkelBilveg";"0";"";"";"POINT Z(475317.133 7461990.535 13.82)";"topp";"2015-10-15";"sat";"10";"0";"";"0";"-1"
"640648013";"45";"5";"1";"";"2023-08-15";"";"2025-04-13T21:06:15";"AutoPASS + automatisk";"Veipakke Salten AS";"Skjæringa";"2030";"bomveinord.no";"Begge retninger";"4";"100142";"21";"48";"Nei";"";"";"";"";"";"";"Første passering gjelder";"60";"300003";"Ja";"2015";"";"";"";"";"Statens vegvesen";"POINT Z(475709.57 7462383.34 475709.618)";"Bodø";"1804";"Nordland";"18";"RUTE7";"DK Salten,9502 Salten 2020-2025,9551 Nordland 2020-2025,9502 Salten 2025-2030,9581 Rekkverk Nordland  2024-2024";"RV80 S6D190 m2976";"Riksveg";"Eksisterende";"80";"6";"190";"2975,875";"2975,875";"886007";"0,90594986";"0,90594986";"WITH";"";"";"kanalisertVeg";"0";"";"";"POINT Z(475710.068 7462383.999 18.648)";"topp";"2015-10-15";"sat";"10";"0";"";"0";"-1"
"642371370";"45";"3";"1";"";"2022-09-16";"";"2023-04-23T21:06:07";"AutoPASS + automatisk";"BPS Nord - Hålogalandsbrua AS";"E6/E10 Leirvik";"2034";"www.haalogalandsbrua.no";"Begge retninger";"1";"100141";"22";"50";"Nei";"";"";"";"";"";"";"Ikke timesregel";"";"";"Nei";"2015";"";"";"";"Stat, Statens vegvesen";"Statens vegvesen";"POINT Z(605088.4 7597983.8 605088.391)";"Narvik";"1806";"Nordland";"18";"RUTE8A";"1816 Ofoten 2018-2023,DK Midtre Hålogaland,E9552 DV elektro Midtre Hålogaland 2020-2025,DK 9508 Ofoten 2025-2028,DK 9508 Ofoten 2023-2025,9581 Rekkverk Nordland  2024-2024,E9552 Midtre Hålogaland 2025-2030";"EV10 S32D1 m2325";"Europaveg";"Eksisterende";"10";"32";"1";"2325,3";"2325,3";"885156";"0,36704959";"0,36704959";"WITH";"";"";"enkelBilveg";"0";"";"";"POINT Z(605085.522 7597977.615 15.42)";"topp";"2015-10-15";"sat";"10";"0";"";"0";"-1"
"668061181";"45";"1";"1";"";"2016-02-18";"";"2025-07-09T13:03:57";"Kun manuell";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Privat";"Privat";"";"Ringsaker";"3411";"Innlandet";"34";"";"I01E Innlandet fylkeskommune driftskontrakt Elektro 2021-2026";"PV9203 S1D1 m14";"Privat veg";"Eksisterende";"9203";"1";"1";"14,057";"14,057";"704759";"0,98872939";"0,98872939";"WITH";"";"";"enkelBilveg";"0";"";"";"POINT Z(269159.597 6788684.279 927.566)";"";"";"";"";"";"";"";""
"710608425";"45";"4";"1";"";"2024-05-31";"";"2024-05-31T17:29:05";"AutoPASS + automatisk";"Troms Bompengeselskap AS";"Samasjøen";"2031";"harstadpakken.no";"Begge retninger";"8";"100112";"18";"27";"Nei";"";"";"";"";"";"";"Første passering gjelder";"60";"590004";"Nei";"2016";"";"";"";"Kommune";"Statens vegvesen";"POINT Z(562255.44 7633578.38 8.931)";"Harstad";"5503";"Troms";"55";"";"";"KV1111 S1D1 m107";"Kommunal veg";"Eksisterende";"1111";"1";"1";"106,734";"106,734";"1108720";"0,32519264";"0,32519264";"WITH";"";"";"enkelBilveg";"0";"";"";"POINT Z(562254.944 7633582.83 7.891)";"fot";"2016-06-28";"sat";"13";"0";"";"0";"-1"
"710608428";"45";"4";"1";"";"2024-05-31";"";"2025-09-24T15:39:20";"AutoPASS + automatisk";"Troms Bompengeselskap AS";"Steinveien";"2031";"harstadpakken.no";"Begge retninger";"3";"100112";"18";"27";"Nei";"";"";"";"";"";"";"Første passering gjelder";"60";"590004";"Nei";"2016";"";"";"";"Kommune";"Statens vegvesen";"POINT Z(563043.31 7630809.7 48.04)";"Harstad";"5503";"Troms";"55";"";"";"KV1240 S1D1 m748";"Kommunal veg";"Eksisterende";"1240";"1";"1";"748,469";"748,469";"1108881";"0,34753984";"0,34753984";"WITH";"";"";"enkelBilveg";"0";"";"";"POINT Z(563050.136 7630812.971 47.834)";"fot";"2016-06-28";"sat";"13";"0";"";"0";"-1"
"710608430";"45";"4";"1";"";"2024-05-31";"";"2025-04-13T21:06:15";"AutoPASS + automatisk";"Troms Bompengeselskap AS";"Rv83 Kanebogen";"2031";"harstadpakken.no";"Begge retninger";"1";"100112";"18";"27";"Nei";"";"";"";"";"";"";"Første passering gjelder";"60";"590004";"Nei";"2016";"";"";"";"Stat, Statens vegvesen";"Statens vegvesen";"POINT Z(563160.01 7630211.96 28.941)";"Harstad";"5503";"Troms";"55";"RUTE8A";"DK Midtre Hålogaland,E9552 DV elektro Midtre Hålogaland 2020-2025,9503 Midtre Hålogaland 2021-2026,9581 Rekkverk Nordland  2024-2024,E9552 Midtre Hålogaland 2025-2030";"RV83 S2D1 m9534";"Riksveg";"Eksisterende";"83";"2";"1";"9533,959";"9533,959";"1126309";"0,13763237";"0,13763237";"WITH";"";"";"enkelBilveg";"0";"";"";"POINT Z(563153.599 7630212.752 29.006)";"fot";"2016-06-28";"sat";"13";"0";"";"0";"-1"
"710608431";"45";"4";"1";"";"2024-05-31";"";"2025-09-24T15:39:20";"AutoPASS + automatisk";"Troms Bompengeselskap AS";"Kongsveien";"2031";"harstadpakken.no";"Begge retninger";"4";"100112";"18";"27";"Nei";"";"";"";"";"";"";"Første passering gjelder";"60";"590004";"Nei";"2016";"";"";"";"Kommune";"Statens vegvesen";"POINT Z(562073.58 7630876.26 6.028)";"Harstad";"5503";"Troms";"55";"";"";"KV1235 S1D1 m102";"Kommunal veg";"Eksisterende";"1235";"1";"1";"102,354";"102,354";"1108872";"0,48400805";"0,48400805";"WITH";"";"";"enkelBilveg";"0";"";"";"POINT Z(562074.42 7630871.482 5.904)";"fot";"2016-06-28";"sat";"13";"0";"";"0";"-1"
"732290250";"45";"3";"1";"";"2021-05-03";"";"2025-04-13T21:06:15";"AutoPASS + automatisk";"Vegfinans Bypakke Grenland AS";"Borgestadalleen";"2026";"www.vegfinans.no";"Mot metrering";"5";"100113";"17";"27";"Ja";"23";"38";"07:00:00";"09:00:00";"15:00:00";"17:00:00";"Første passering gjelder";"60";"580027";"Ja";"2016";"";"";"";"Privat";"Privat";"POINT Z(194402.87 6570265.86 20.715)";"Skien";"4003";"Telemark";"40";"";"3804 Nedre Telemark 2023-2028,3854 Grønt Nedre Telemark 2023-2026,3821 Telemark Elektro 2023-2028";"FV32 S8D1 m1616";"Fylkesveg";"Eksisterende";"32";"8";"1";"1616,298";"1616,298";"521398";"0,46438152";"0,46438152";"WITH";"";"1";"kanalisertVeg";"0";"";"";"POINT Z(194399.82 6570264.602 20.534)";"topp";"2016-08-30";"sat";"3";"0";"sat";"3";"-1"
"732290251";"45";"3";"1";"";"2021-05-03";"";"2025-02-24T14:19:05";"AutoPASS + automatisk";"Vegfinans Bypakke Grenland AS";"Bjørntvedtvegen";"2026";"www.vegfinans.no";"Med metrering";"9";"100113";"17";"27";"Ja";"23";"38";"07:00:00";"09:00:00";"15:00:00";"17:00:00";"Første passering gjelder";"60";"580027";"Ja";"2016";"";"";"";"Privat";"Privat";"POINT Z(191723.21 6570588.22 82.201)";"Skien";"4003";"Telemark";"40";"";"3805 Grenland 2021-2026,3851 Grønt Grenland 2022-2026,3821 Telemark Elektro 2023-2028";"FV3290 S1D1 m2114";"Fylkesveg";"Eksisterende";"3290";"1";"1";"2113,81";"2113,81";"521254";"0,44583731";"0,44583731";"WITH";"";"1";"enkelBilveg";"0";"";"";"POINT Z(191721.437 6570587.542 81.46)";"topp";"2016-08-30";"sat";"3";"0";"sat";"3";"-1"
"732290252";"45";"3";"1";"";"2021-05-03";"";"2025-04-13T21:06:15";"AutoPASS + automatisk";"Vegfinans Bypakke Grenland AS";"Menstadbrua";"2026";"www.vegfinans.no";"Mot metrering";"4";"100113";"17";"27";"Ja";"23";"38";"07:00:00";"09:00:00";"15:00:00";"17:00:00";"Første passering gjelder";"60";"580027";"Ja";"2016";"";"";"";"Privat";"Privat";"POINT Z(193398.28 6571784.94 26.476)";"Skien";"4003";"Telemark";"40";"";"3805 Grenland 2021-2026,3851 Grønt Grenland 2022-2026,3821 Telemark Elektro 2023-2028";"FV32 S7D10 m494";"Fylkesveg";"Eksisterende";"32";"7";"10";"494,08";"494,08";"521118";"0,80479824";"0,80479824";"WITH";"";"2";"enkelBilveg";"0";"";"";"POINT Z(193397.88 6571786.249 26.497)";"topp";"2016-08-30";"sat";"3";"0";"sat";"3";"-1"
"732290253";"45";"3";"1";"";"2021-05-03";"";"2025-04-13T21:06:15";"AutoPASS + automatisk";"Vegfinans Bypakke Grenland AS";"Hesselbergs gate";"2026";"www.vegfinans.no";"Mot metrering";"3";"100113";"17";"27";"Ja";"23";"38";"07:00:00";"09:00:00";"15:00:00";"17:00:00";"Første passering gjelder";"60";"580027";"Ja";"2016";"";"";"";"Privat";"Privat";"POINT Z(191130.08 6575379.2 12.627)";"Skien";"4003";"Telemark";"40";"";"3805 Grenland 2021-2026,3851 Grønt Grenland 2022-2026,3821 Telemark Elektro 2023-2028";"FV357 S1D1 m1145";"Fylkesveg";"Eksisterende";"357";"1";"1";"1144,878";"1144,878";"521181";"0,26314695";"0,26314695";"WITH";"";"1";"enkelBilveg";"0";"";"";"POINT Z(191129.319 6575380.091 12.838)";"topp";"2016-08-30";"sat";"3";"0";"sat";"3";"-1"
"732290254";"45";"3";"1";"";"2021-05-03";"";"2025-02-24T14:19:05";"AutoPASS + automatisk";"Vegfinans Bypakke Grenland AS";"Elstrømbrua";"2026";"www.vegfinans.no";"Mot metrering";"1";"100113";"17";"27";"Ja";"23";"38";"07:00:00";"09:00:00";"15:00:00";"17:00:00";"Første passering gjelder";"60";"580027";"Ja";"2016";"";"";"";"Privat";"Privat";"POINT Z(190868.52 6574451.52 23.375)";"Skien";"4003";"Telemark";"40";"";"3805 Grenland 2021-2026,3851 Grønt Grenland 2022-2026,3821 Telemark Elektro 2023-2028";"FV357 S1D10 m744";"Fylkesveg";"Eksisterende";"357";"1";"10";"743,701";"743,701";"521180";"0,33847716";"0,33847716";"WITH";"";"1";"enkelBilveg";"0";"";"";"POINT Z(190866.957 6574450.495 23.628)";"topp";"2016-08-30";"sat";"3";"0";"sat";"3";"-1"
"732290255";"45";"3";"1";"";"2021-05-03";"";"2025-10-10T13:54:50";"AutoPASS + automatisk";"Vegfinans Bypakke Grenland AS";"Sannivegen";"2026";"www.vegfinans.no";"Med metrering";"7";"100113";"17";"27";"Ja";"23";"38";"07:00:00";"09:00:00";"15:00:00";"17:00:00";"Første passering gjelder";"60";"580027";"Ja";"2016";"";"";"";"Privat";"Privat";"POINT Z(196446.95 6569748.39 44.877)";"Skien";"4003";"Telemark";"40";"";"3805 Grenland 2021-2026,3851 Grønt Grenland 2022-2026,3821 Telemark Elektro 2023-2028";"FV3268 S1D1 m2217";"Fylkesveg";"Eksisterende";"3268";"1";"1";"2217,249";"2217,249";"521465";"0,29418952";"0,29418952";"WITH";"";"1";"enkelBilveg";"0";"";"";"POINT Z(196445.505 6569747.781 45.276)";"topp";"";"ukj";"100";"99";"";"0";"-1"
"732290256";"45";"3";"1";"";"2021-05-03";"";"2023-04-23T21:06:07";"AutoPASS + automatisk";"Vegfinans Bypakke Grenland AS";"Borgestad kirke";"2026";"www.vegfinans.no";"Mot metrering";"6";"100113";"17";"27";"Ja";"23";"38";"07:00:00";"09:00:00";"15:00:00";"17:00:00";"Første passering gjelder";"60";"580027";"Ja";"2016";"";"";"";"Stat, Statens vegvesen";"Kommune";"POINT Z(194751.93 6569970.98 29.315)";"Porsgrunn";"4001";"Telemark";"40";"";"";"KV2825 S1D1 m69";"Kommunal veg";"Eksisterende";"2825";"1";"1";"69,152";"69,152";"1716791";"0,60714312";"0,60714312";"WITH";"";"2";"enkelBilveg";"0";"";"";"POINT Z(194751.119 6569970.266 29.545)";"topp";"2016-08-30";"sat";"3";"0";"sat";"3";"-1"
"732290257";"45";"3";"1";"";"2021-05-03";"";"2025-04-13T21:06:15";"AutoPASS + automatisk";"Vegfinans Bypakke Grenland AS";"Vallermyrene";"2026";"www.vegfinans.no";"Mot metrering";"10";"100113";"17";"27";"Ja";"23";"38";"07:00:00";"09:00:00";"15:00:00";"17:00:00";"Første passering gjelder";"60";"580027";"Ja";"2016";"";"";"";"Privat";"Privat";"POINT Z(195840.31 6566811.72 8.13)";"Porsgrunn";"4001";"Telemark";"40";"";"3804 Nedre Telemark 2023-2028,3854 Grønt Nedre Telemark 2023-2026,3821 Telemark Elektro 2023-2028";"FV32 S8D1 m5588";"Fylkesveg";"Eksisterende";"32";"8";"1";"5587,581";"5587,581";"521397";"0,45238521";"0,45238521";"WITH";"";"1";"enkelBilveg";"0";"";"";"POINT Z(195838.723 6566810.056 7.772)";"topp";"2016-08-30";"sat";"3";"0";"sat";"3";"-1"
"732290258";"45";"3";"1";"";"2021-05-03";"";"2025-10-10T13:54:50";"AutoPASS + automatisk";"Vegfinans Bypakke Grenland AS";"Herøyavegen";"2026";"www.vegfinans.no";"Med metrering";"12";"100113";"17";"27";"Ja";"23";"38";"07:00:00";"09:00:00";"15:00:00";"17:00:00";"Første passering gjelder";"60";"580027";"Ja";"2016";"";"";"";"Stat, Statens vegvesen";"Statens vegvesen";"POINT Z(193879.86 6565922.99 5.798)";"Porsgrunn";"4001";"Telemark";"40";"RUTE5A";"9201 Vestfold og Telemark øst 2023-2028,9254 Vestfold og Telemark Øst Elektro 2023-2028,Vegoppmerking Sør 2023-2025";"RV36 S1D1 m3683";"Riksveg";"Eksisterende";"36";"1";"1";"3682,574";"3682,574";"521440";"0,89209039";"0,89209039";"WITH";"";"1";"enkelBilveg";"0";"";"";"POINT Z(193878.399 6565921.696 5.225)";"topp";"2016-08-30";"sat";"3";"0";"sat";"3";"-1"
"732290259";"45";"3";"1";"";"2021-05-03";"";"2024-04-05T16:16:21";"AutoPASS + automatisk";"Vegfinans Bypakke Grenland AS";"Deichmansgate";"2026";"www.vegfinans.no";"Mot metrering";"11";"100113";"17";"27";"Ja";"23";"38";"07:00:00";"09:00:00";"15:00:00";"17:00:00";"Første passering gjelder";"60";"580027";"Ja";"2016";"";"";"";"Stat, Statens vegvesen";"Kommune";"POINT Z(194688.42 6565632.76 107.718)";"Porsgrunn";"4001";"Telemark";"40";"";"3821 Telemark Elektro 2023-2028";"KV1730 S1D1 m1830";"Kommunal veg";"Eksisterende";"1730";"1";"1";"1829,811";"1829,811";"490668";"0,09365549";"0,09365549";"AGAINST";"";"1";"enkelBilveg";"0";"";"";"POINT Z(194687.652 6565632.298 107.36)";"topp";"2016-08-30";"sat";"3";"0";"sat";"3";"-1"
"732290260";"45";"3";"1";"";"2021-05-03";"";"2025-04-13T21:06:15";"AutoPASS + automatisk";"Vegfinans Bypakke Grenland AS";"Fjordgata";"2026";"www.vegfinans.no";"Med metrering";"13";"100113";"17";"27";"Ja";"23";"38";"07:00:00";"09:00:00";"15:00:00";"17:00:00";"Første passering gjelder";"60";"580027";"Ja";"2016";"";"";"";"Stat, Statens vegvesen";"Kommune";"POINT Z(193449.19 6565001.07 2.937)";"Porsgrunn";"4001";"Telemark";"40";"";"";"KV1970 S1D1 m587";"Kommunal veg";"Eksisterende";"1970";"1";"1";"587,023";"587,023";"490705";"0,96488455";"0,96488455";"WITH";"";"1";"enkelBilveg";"0";"";"";"POINT Z(193448.156 6564999.817 3.169)";"topp";"2016-08-30";"sat";"3";"0";"sat";"3";"-1"
"732290261";"45";"3";"1";"";"2021-05-03";"";"2025-04-13T21:06:15";"AutoPASS + automatisk";"Vegfinans Bypakke Grenland AS";"Lensmannsdalen";"2026";"www.vegfinans.no";"Med metrering";"8";"100113";"17";"27";"Ja";"23";"38";"07:00:00";"09:00:00";"15:00:00";"17:00:00";"Første passering gjelder";"60";"580027";"Ja";"2016";"";"";"";"Stat, Statens vegvesen";"Statens vegvesen";"POINT Z(193443.03 6570095.65 14.133)";"Skien";"4003";"Telemark";"40";"RUTE5A";"9201 Vestfold og Telemark øst 2023-2028,9254 Vestfold og Telemark Øst Elektro 2023-2028,Vegoppmerking Sør 2023-2025";"RV36 S2D1 m1682";"Riksveg";"Eksisterende";"36";"2";"1";"1682,28";"1682,28";"521176";"0,28507685";"0,28507685";"WITH";"";"1";"enkelBilveg";"0";"";"";"POINT Z(193440.896 6570095.118 14.693)";"topp";"2016-08-30";"sat";"3";"0";"sat";"3";"-1"
"732290262";"45";"3";"1";"";"2021-05-03";"";"2025-04-13T21:06:15";"AutoPASS + automatisk";"Vegfinans Bypakke Grenland AS";"Klostergata";"2026";"www.vegfinans.no";"Med metrering";"2";"100113";"17";"27";"Ja";"23";"38";"07:00:00";"09:00:00";"15:00:00";"17:00:00";"Første passering gjelder";"60";"580027";"Ja";"2016";"";"";"";"Privat";"Privat";"POINT Z(192368.36 6574586.53 14.898)";"Skien";"4003";"Telemark";"40";"";"3805 Grenland 2021-2026,3851 Grønt Grenland 2022-2026,3821 Telemark Elektro 2023-2028";"FV59 S1D1 m1584";"Fylkesveg";"Eksisterende";"59";"1";"1";"1583,78";"1583,78";"521400";"0,4862066";"0,4862066";"WITH";"";"2";"kanalisertVeg";"0";"";"";"POINT Z(192365.148 6574587.606 15.065)";"topp";"2016-08-30";"sat";"3";"0";"sat";"3";"-1"
"738960537";"45";"7";"1";"";"2025-05-25";"";"2025-05-25T17:38:06";"AutoPASS + automatisk";"Ferde AS - Førdepakken";"Rv 5 Kletten (Øyrane)";"2031";"www.fordepakken.no";"Mot metrering";"2";"100114";"43";"79";"Nei";"";"";"";"";"";"";"Første passering gjelder";"60";"600021";"Ja";"2016";"";"";"";"Stat, Statens vegvesen";"Statens vegvesen";"";"Sunnfjord";"4647";"Vestland";"46";"RUTE5C";"9305 Sunnfjord 2021-2026,9305 Sunnfjord 2021-2026 (2021-2022),9305 Sunnfjord 2021-2026 (2022-2023),9305 Sunnfjord 2021-2026 (2023-),9354 Fjordane 2022-2027,9361 automasjon Vestland og Rogaland 2022-2025,9354 Fjordane 2022-2027 (2023-)";"RV5 S14D1 m877";"Riksveg";"Eksisterende";"5";"14";"1";"877,421";"877,421";"1688423";"0,80428948";"0,80428948";"WITH";"";"2";"enkelBilveg";"0";"";"";"POINT Z(13359.34 6848098.59 3.897)";"";"";"";"";"";"";"";""
"738960538";"45";"7";"1";"";"2025-05-25";"";"2025-05-25T17:38:06";"AutoPASS + automatisk";"Ferde AS - Førdepakken";"E39 Bakkebøvegen (Førde vest)";"2031";"www.fordepakken.no";"Mot metrering";"1";"100114";"43";"79";"Nei";"";"";"";"";"";"";"Første passering gjelder";"60";"600021";"Ja";"2016";"i";"";"";"Stat, Statens vegvesen";"Statens vegvesen";"";"Sunnfjord";"4647";"Vestland";"46";"RUTE4A";"9305 Sunnfjord 2021-2026,9305 Sunnfjord 2021-2026 (2021-2022),9305 Sunnfjord 2021-2026 (2022-2023),9305 Sunnfjord 2021-2026 (2023-),9354 Fjordane 2022-2027,9361 automasjon Vestland og Rogaland 2022-2025,9354 Fjordane 2022-2027 (2023-)";"EV39 S58D1 m1317";"Europaveg";"Eksisterende";"39";"58";"1";"1316,876";"1316,876";"384021";"0,76310623";"0,76310623";"WITH";"";"1";"enkelBilveg";"0";"";"";"POINT Z(13174.032 6847220.613 4.179)";"";"";"";"";"";"";"";""
